date,open,high,low,close,volume
2025-02-27 11:45:00,74598.14,74631.4,74583.14,74597.95,0
2025-02-27 12:00:00,74598.61,74607.49,74572.2,74607.49,0
2025-02-27 12:15:00,74606.41,74626.51,74581.55,74595.2,0
2025-02-27 12:30:00,74595.31,74608.86,74570.05,74596.54,0
2025-02-27 12:45:00,74596.54,74632.48,74595.63,74623,0
2025-02-27 13:00:00,74622.6,74636.98,74589.77,74598.02,0
2025-02-27 13:15:00,74597.37,74622.37,74589.14,74608.11,0
2025-02-27 13:30:00,74607.55,74633,74596.88,74620.72,0
2025-02-27 13:45:00,74620.72,74652.75,74618.42,74640.45,0
2025-02-27 14:00:00,74644.63,74674.12,74638.21,74663.59,0
2025-02-27 14:15:00,74664.22,74688.54,74641.36,74665.55,0
2025-02-27 14:30:00,74666.28,74674.87,74614.83,74636.67,0
2025-02-27 14:45:00,74636.43,74682.49,74634.13,74666.34,0
2025-02-27 15:00:00,74670.15,74686.12,74597.02,74602.79,0
2025-02-27 15:15:00,74610.61,74636.73,74520.78,74564.78,0
2025-02-28 09:15:00,74201.77,74282.43,73817.31,73896.55,0
2025-02-28 09:30:00,73890.02,73914.92,73626.89,73669.55,0
2025-02-28 09:45:00,73659.48,73737.68,73602.21,73605.4,0
2025-02-28 10:00:00,73606.98,73705.67,73579.44,73705.67,0
2025-02-28 10:15:00,73709.79,73797.6,73693.37,73734.14,0
2025-02-28 10:30:00,73732.99,73799.14,73704.26,73757.18,0
2025-02-28 10:45:00,73760.82,73780.69,73616.28,73623,0
2025-02-28 11:00:00,73621.69,73681.89,73609.45,73644.42,0
2025-02-28 11:15:00,73643.37,73670.54,73603.48,73663.38,0
2025-02-28 11:30:00,73668.89,73734.35,73602.96,73614.93,0
2025-02-28 11:45:00,73612.25,73624.62,73542.12,73604.67,0
2025-02-28 12:00:00,73605.73,73605.82,73538.95,73565.66,0
2025-02-28 12:15:00,73565.5,73664.68,73557.4,73651.67,0
2025-02-28 12:30:00,73646.87,73647.67,73375.72,73386.05,0
2025-02-28 12:45:00,73386.48,73415.71,73173.68,73179.27,0
2025-02-28 13:00:00,73179.55,73302.14,73159.6,73233.43,0
2025-02-28 13:15:00,73234.15,73283.13,73220.38,73227.1,0
